DATA:;Thu Dec 20 22:06:09 2018

Ficheiro:;hamming6-4.clq
Tembo decorrido:;3.504
Runs:; 20
Iteracoes:;60000
MBF:; 10.700
Melhor solucao:; 12
10;12;12;12;12;8;12;10;8;10;12;12;12;12;10;12;12;8;8;10;
3;7;11;13;15;16;31;39;43;47;
1;2;3;5;6;7;9;13;17;21;33;37;
1;2;3;4;7;8;11;12;19;20;35;36;
3;7;17;19;20;21;23;24;27;31;51;55;
2;3;4;8;12;20;34;35;36;40;44;52;
2;9;17;18;26;34;49;58;
9;25;33;41;42;43;45;49;57;58;59;61;
19;35;36;39;49;51;52;55;56;59;
5;13;29;31;45;47;53;61;
7;8;11;13;15;16;23;31;32;47;
4;6;7;8;12;14;15;16;24;32;40;48;
2;5;6;8;14;22;34;37;38;40;46;54;
14;22;26;29;30;32;46;54;58;61;62;64;
5;7;9;11;13;14;15;16;29;31;45;47;
7;11;13;15;16;27;31;43;47;63;
21;23;37;39;49;51;53;54;55;56;61;63;
2;5;6;8;14;22;34;37;38;40;46;54;
3;4;12;20;27;28;44;52;
5;6;7;14;15;16;40;45;
3;33;34;35;36;37;39;40;43;51;
